IATA	Airport ID	Name	City	Country	ICAO		Latitude	Longitude	Altitude	Timezone	DST	Tz database time zone	Type	Source
MCW	6500	Mason City Municipal Airport	Mason City	United States	KMCW	43.15779877	-93.33129883	1213	-6	A	America/Chicago	airport	OurAirports	
AZA	6505	Phoenix-Mesa-Gateway Airport	Mesa	United States	KIWA	33.30780029	-111.6549988	1382	-7	N	America/Phoenix	airport	OurAirports	
AKP	6712	Anaktuvuk Pass Airport	Anaktuvuk Pass	United States	PAKP	68.13359833	-151.7429962	2102	-9	A	America/Anchorage	airport	OurAirports	
ANV	6713	Anvik Airport	Anvik	United States	PANV	62.646702	-160.190994	291	-9	A	America/Anchorage	airport	OurAirports	
ATK	6714	Atqasuk Edward Burnell Sr Memorial Airport	Atqasuk	United States	PATQ	70.46730042	-157.4360046	96	-9	A	America/Anchorage	airport	OurAirports	
GAM	6715	Gambell Airport	Gambell	United States	PAGM	63.76679993	-171.7330017	27	-9	A	America/Anchorage	airport	OurAirports	
HPB	6716	Hooper Bay Airport	Hooper Bay	United States	PAHP	61.52389908	-166.1470032	13	-9	A	America/Anchorage	airport	OurAirports	
KAL	6717	Kaltag Airport	Kaltag	United States	PAKV	64.31909943	-158.7409973	181	-9	A	America/Anchorage	airport	OurAirports	
KSM	6718	St Mary's Airport	St Mary's	United States	PASM	62.0605011	-163.302002	312	-9	A	America/Anchorage	airport	OurAirports	
KVL	6719	Kivalina Airport	Kivalina	United States	PAVL	67.73619843	-164.5630035	13	-9	A	America/Anchorage	airport	OurAirports	
MYU	6720	Mekoryuk Airport	Mekoryuk	United States	PAMY	60.37139893	-166.2709961	48	-9	A	America/Anchorage	airport	OurAirports	
RBY	6722	Ruby Airport	Ruby	United States	PARY	64.72720337	-155.4700012	658	-9	A	America/Anchorage	airport	OurAirports	
SHH	6723	Shishmaref Airport	Shishmaref	United States	PASH	66.249604	-166.089112	12	-9	A	America/Anchorage	airport	OurAirports	
SVA	6724	Savoonga Airport	Savoonga	United States	PASA	63.68640137	-170.4929962	53	-9	A	America/Anchorage	airport	OurAirports	
WTK	6725	Noatak Airport	Noatak	United States	PAWN	67.56610107	-162.9750061	88	-9	A	America/Anchorage	airport	OurAirports	
ARC	6729	Arctic Village Airport	Arctic Village	United States	PARC	68.1147	-145.578995	2092	-9	A	America/Anchorage	airport	OurAirports	
HGR	6739	Hagerstown Regional Richard A Henson Field	Hagerstown	United States	KHGR	39.707901	-77.72949982	703	-5	A	America/New_York	airport	OurAirports	
SDP	6742	Sand Point Airport	Sand Point	United States	PASD	55.31499863	-160.522995	21	-9	A	America/Anchorage	airport	OurAirports	
DRG	6755	Deering Airport	Deering	United States	PADE	66.06960297	-162.7660065	21	-9	A	America/Anchorage	airport	OurAirports	
IGG	6763	Igiugig Airport	Igiugig	United States	PAIG	59.32400131	-155.9019928	90	-9	A	America/Anchorage	airport	OurAirports	
KNW	6764	New Stuyahok Airport	New Stuyahok	United States	PANW	59.44990158	-157.3280029	364	-9	A	America/Anchorage	airport	OurAirports	
KVC	6765	King Cove Airport	King Cove	United States	PAVC	55.11629868	-162.2660065	155	-9	A	America/Anchorage	airport	OurAirports	
PTH	6766	Port Heiden Airport	Port Heiden	United States	PAPH	56.95909882	-158.6329956	95	-9	A	America/Anchorage	airport	OurAirports	
TOG	6767	Togiak Airport	Togiak Village	United States	PATG	59.05279922	-160.3970032	21	-9	A	America/Anchorage	airport	OurAirports	
ESC	6800	Delta County Airport	Escanaba	United States	KESC	45.72269821	-87.09369659	609	-5	A	America/New_York	airport	OurAirports	
YAK	6803	Yakutat Airport	Yakutat	United States	PAYA	59.50329971	-139.6600037	33	-9	A	America/Anchorage	airport	OurAirports	
MWA	6825	Williamson County Regional Airport	Marion	United States	KMWA	37.75500107	-89.01110077	472	-6	A	America/Chicago	airport	OurAirports	
IMT	6837	Ford Airport	Iron Mountain	United States	KIMT	45.81840134	-88.11450195	1182	-6	A	America/Chicago	airport	OurAirports	
\N	6838	Marquette Airport	Marquette	United States	KMQT	46.53390121	-87.56140137	1424	-5	A	America/New_York	airport	OurAirports	
AET	6839	Allakaket Airport	Allakaket	United States	PFAL	66.55180359	-152.621994	441	-9	A	America/Anchorage	airport	OurAirports	
MGC	6844	Michigan City Municipal Airport	Michigan City	United States	KMGC	41.70330048	-86.82119751	655	-6	A	America/Chicago	airport	OurAirports	
SWD	6845	Seward Airport	Seward	United States	PAWD	60.12689972	-149.4190063	22	-9	U	America/Anchorage	airport	OurAirports	
GRM	6849	Grand Marais Cook County Airport	Grand Marais	United States	KCKC	47.8382988	-90.38289642	1799	-6	U	America/Chicago	airport	OurAirports	
AUW	6853	Wausau Downtown Airport	Wausau	United States	KAUW	44.92620087	-89.62660217	1201	-6	U	America/Chicago	airport	OurAirports	
MIE	6871	Delaware County Johnson Field	Muncie	United States	KMIE	40.24229813	-85.39589691	937	-5	U	America/New_York	airport	OurAirports	
LAF	6873	Purdue University Airport	Lafayette	United States	KLAF	40.41230011	-86.93689728	606	-5	A	America/New_York	airport	OurAirports	
\N	6876	Brown County Airport	Georgetown	United States	KGEO	38.88190079	-83.88269806	958	-5	U	America/New_York	airport	OurAirports	
VGT	6877	North Las Vegas Airport	Las Vegas	United States	KVGT	36.21070099	-115.1940002	2205	-8	U	America/Los_Angeles	airport	OurAirports	
ENW	6878	Kenosha Regional Airport	Kenosha	United States	KENW	42.59569931	-87.92780304	742	-6	A	America/Chicago	airport	OurAirports	
MTJ	6880	Montrose Regional Airport	Montrose CO	United States	KMTJ	38.50979996	-107.8939972	5759	-7	A	America/Denver	airport	OurAirports	
RIW	6881	Riverton Regional Airport	Riverton WY	United States	KRIW	43.06420136	-108.4599991	5525	-7	A	America/Denver	airport	OurAirports	
PDT	6883	Eastern Oregon Regional At Pendleton Airport	Pendleton	United States	KPDT	45.69509888	-118.8410034	1497	-8	A	America/Los_Angeles	airport	OurAirports	
OSH	6909	Wittman Regional Airport	Oshkosh	United States	KOSH	43.9844017	-88.55699921	808	-6	A	America/Chicago	airport	OurAirports	
EAT	6916	Pangborn Memorial Airport	Wenatchee	United States	KEAT	47.39889908	-120.2070007	1249	-8	A	America/Los_Angeles	airport	OurAirports	
\N	6948	NAS Fort Worth JRB/Carswell Field	Dallas	United States	KNFW	32.76919937	-97.4414978	650	-6	A	America/Chicago	airport	OurAirports	
GYY	6956	Gary Chicago International Airport	Gary	United States	KGYY	41.61629868	-87.41280365	591	-6	A	America/Chicago	airport	OurAirports	
BRD	6957	Brainerd Lakes Regional Airport	Brainerd	United States	KBRD	46.39830017	-94.13809967	1232	-6	U	America/Chicago	airport	OurAirports	
LWB	6958	Greenbrier Valley Airport	Lewisburg	United States	KLWB	37.85829926	-80.39949799	2302	-5	U	America/New_York	airport	OurAirports	
PGV	6959	Pitt Greenville Airport	Greenville	United States	KPGV	35.6352005	-77.38529968	26	-5	A	America/New_York	airport	OurAirports	
CYF	6960	Chefornak Airport	Chefornak	United States	PACK	60.14920044	-164.2859955	40	-9	A	America/Anchorage	airport	OurAirports	
OXR	6961	Oxnard Airport	Oxnard	United States	KOXR	34.20080185	-119.2070007	45	-8	A	America/Los_Angeles	airport	OurAirports	
SCH	6968	Schenectady County Airport	Scotia NY	United States	KSCH	42.85250092	-73.92890167	378	-5	A	America/New_York	airport	OurAirports	
UST	6989	Northeast Florida Regional Airport	St. Augustine Airport	United States	KSGJ	29.95919991	-81.33979797	10	-5	A	America/New_York	airport	OurAirports	
STS	6992	Charles M. Schulz Sonoma County Airport	Santa Rosa	United States	KSTS	38.50899887	-122.8130035	128	-8	A	America/Los_Angeles	airport	OurAirports	
ISM	6993	Kissimmee Gateway Airport	Kissimmee	United States	KISM	28.28980064	-81.43710327	82	-5	A	America/New_York	airport	OurAirports	
LCQ	6994	Lake City Gateway Airport	Lake City	United States	KLCQ	30.18199921	-82.57689667	201	-5	A	America/New_York	airport	OurAirports	
\N	6995	Deland Municipal Sidney H Taylor Field	DeLand	United States	KDED	29.06699944	-81.28379822	79	-5	A	America/New_York	airport	OurAirports	
\N	6996	Haller Airpark	Green Cove Springs	United States	7FL4	29.904057	-81.68515	75	-5	A	America/New_York	airport	OurAirports	
LGU	6998	Logan-Cache Airport	Logan	United States	KLGU	41.79119873	-111.8519974	4457	-7	A	America/Denver	airport	OurAirports	
BMC	6999	Brigham City Airport	Brigham City	United States	KBMC	41.55239868	-112.0619965	4229	-7	A	America/Denver	airport	OurAirports	
MLD	7000	Malad City Airport	Malad City	United States	KMLD	42.16659927	-112.2969971	4503	-7	A	America/Denver	airport	OurAirports	
ASE	7001	Aspen-Pitkin Co/Sardy Field	Aspen	United States	KASE	39.22320175	-106.8690033	7820	-7	A	America/Denver	airport	OurAirports	
ERV	7009	Kerrville Municipal Louis Schreiner Field	Kerrville	United States	KERV	29.97669983	-99.08570099	1617	-6	A	America/Chicago	airport	OurAirports	
GED	7011	Sussex County Airport	Georgetown	United States	KGED	38.68920135	-75.35890198	53	-5	A	America/New_York	airport	OurAirports	
GBN	7013	Great Bend Municipal Airport	Great Bend	United States	KGBD	38.34429932	-98.85919952	1887	-6	A	America/Chicago	airport	OurAirports	
HYS	7014	Hays Regional Airport	Hays	United States	KHYS	38.84220123	-99.27320099	1999	-6	A	America/Chicago	airport	OurAirports	
SUS	7015	Spirit of St Louis Airport	Null	United States	KSUS	38.66210175	-90.65200043	463	-6	A	America/Chicago	airport	OurAirports	
LYU	7016	Ely Municipal Airport	Ely	United States	KELO	47.82450104	-91.83070374	1456	-6	A	America/Chicago	airport	OurAirports	
GPZ	7017	Grand Rapids Itasca Co-Gordon Newstrom field	Grand Rapids MN	United States	KGPZ	47.21110153	-93.50980377	1355	-6	A	America/Chicago	airport	OurAirports	
TVF	7018	Thief River Falls Regional Airport	Thief River Falls	United States	KTVF	48.06570053	-96.18499756	1119	-6	A	America/Chicago	airport	OurAirports	
EGV	7019	Eagle River Union Airport	Eagle River	United States	KEGV	45.93230057	-89.26830292	1642	-6	A	America/Chicago	airport	OurAirports	
ARV	7020	Lakeland-Noble F. Lee Memorial field	Minocqua - Woodruff	United States	KARV	45.92789841	-89.73090363	1629	-6	A	America/Chicago	airport	OurAirports	
IKV	7021	Ankeny Regional Airport	Ankeny	United States	KIKV	41.69139862	-93.56639862	910	-6	A	America/Chicago	airport	OurAirports	
NGP	7023	Corpus Christi Naval Air Station/Truax Field	Corpus Christi	United States	KNGP	27.69260025	-97.29109955	18	-6	A	America/Chicago	airport	OurAirports	
AVX	7025	Catalina Airport	Catalina Island	United States	KAVX	33.4049	-118.416	1602	-8	A	America/Los_Angeles	airport	OurAirports	
MHV	7026	Mojave Airport	Mojave	United States	KMHV	35.05939865	-118.1520004	2801	-8	A	America/Los_Angeles	airport	OurAirports	
HUT	7035	Hutchinson Municipal Airport	Hutchinson	United States	KHUT	38.06549835	-97.86060333	1543	-6	A	America/Chicago	airport	OurAirports	
STJ	7042	Rosecrans Memorial Airport	Rosecrans	United States	KSTJ	39.77190018	-94.90969849	826	-6	A	America/Chicago	airport	OurAirports	
VOK	7048	Volk Field	Camp Douglas	United States	KVOK	43.93899918	-90.25340271	912	-6	A	America/Chicago	airport	OurAirports	
GUC	7051	Gunnison Crested Butte Regional Airport	Gunnison	United States	KGUC	38.53390121	-106.9329987	7680	-7	A	America/Denver	airport	OurAirports	
TOA	7053	Zamperini Field	Torrance	United States	KTOA	33.80339813	-118.3399963	103	-8	A	America/Los_Angeles	airport	OurAirports	
MBL	7054	Manistee Co Blacker Airport	Manistee	United States	KMBL	44.2723999	-86.24690247	621	-5	A	America/New_York	airport	OurAirports	
PGD	7056	Charlotte County Airport	Punta Gorda	United States	KPGD	26.92020035	-81.9905014	26	-5	A	America/New_York	airport	OurAirports	
WFK	7058	Northern Aroostook Regional Airport	Frenchville	United States	KFVE	47.28549957	-68.31279755	988	-5	A	America/New_York	airport	OurAirports	
JHW	7059	Chautauqua County-Jamestown Airport	Jamestown	United States	KJHW	42.15340042	-79.25800323	1723	-5	A	America/New_York	airport	OurAirports	
SME	7061	Lake Cumberland Regional Airport	Somerset	United States	KSME	37.05339813	-84.61589813	927	-5	A	America/New_York	airport	OurAirports	
SHD	7062	Shenandoah Valley Regional Airport	Weyers Cave	United States	KSHD	38.26380157	-78.89640045	1201	-5	A	America/New_York	airport	OurAirports	
DVL	7063	Devils Lake Regional Airport	Devils Lake	United States	KDVL	48.11420059	-98.90879822	1456	-6	A	America/Chicago	airport	OurAirports	
DIK	7064	Dickinson Theodore Roosevelt Regional Airport	Dickinson	United States	KDIK	46.79740143	-102.802002	2592	-7	A	America/Denver	airport	OurAirports	
SDY	7065	Sidney Richland Municipal Airport	Sidney	United States	KSDY	47.70690155	-104.1930008	1985	-7	A	America/Denver	airport	OurAirports	
CDR	7066	Chadron Municipal Airport	Chadron	United States	KCDR	42.83760071	-103.0950012	3297	-7	A	America/Denver	airport	OurAirports	
AIA	7067	Alliance Municipal Airport	Alliance	United States	KAIA	42.05319977	-102.8040009	3931	-7	A	America/Denver	airport	OurAirports	
MCK	7068	Mc Cook Ben Nelson Regional Airport	McCook	United States	KMCK	40.20629883	-100.5920029	2583	-6	A	America/Chicago	airport	OurAirports	
MTH	7069	The Florida Keys Marathon Airport	Marathon	United States	KMTH	24.72610092	-81.05139923	5	-5	A	America/New_York	airport	OurAirports	
GDV	7070	Dawson Community Airport	Glendive	United States	KGDV	47.13869858	-104.8069992	2458	-7	A	America/Denver	airport	OurAirports	
OLF	7071	L M Clayton Airport	Wolf Point	United States	KOLF	48.0945015	-105.5749969	1986	-7	A	America/Denver	airport	OurAirports	
WYS	7072	Yellowstone Airport	West Yellowstone	United States	KWYS	44.68840027	-111.1179962	6649	-7	A	America/Denver	airport	OurAirports	
ALS	7073	San Luis Valley Regional Bergman Field	Alamosa	United States	KALS	37.434898	-105.866997	7539	-7	A	America/Denver	airport	OurAirports	
CNY	7074	Canyonlands Field	Moab	United States	KCNY	38.75500107	-109.7549973	4557	-7	A	America/Denver	airport	OurAirports	
ELY	7075	Ely Airport Yelland Field	Ely	United States	KELY	39.29970169	-114.8420029	6259	-8	A	America/Los_Angeles	airport	OurAirports	
VEL	7076	Vernal Regional Airport	Vernal	United States	KVEL	40.4408989	-109.5100021	5278	-7	A	America/Denver	airport	OurAirports	
SRR	7077	Sierra Blanca Regional Airport	Ruidoso	United States	KSRR	33.46279907	-105.5350037	6814	-7	A	America/Denver	airport	OurAirports	
SOW	7078	Show Low Regional Airport	Show Low	United States	KSOW	34.26549912	-110.0059967	6415	-7	A	America/Phoenix	airport	OurAirports	
MYL	7079	McCall Municipal Airport	McCall	United States	KMYL	44.88970184	-116.1009979	5024	-7	A	America/Denver	airport	OurAirports	
SMN	7080	Lemhi County Airport	Salmon	United States	KSMN	45.12379837	-113.8809967	4043	-7	A	America/Denver	airport	OurAirports	
MMH	7081	Mammoth Yosemite Airport	Mammoth Lakes	United States	KMMH	37.62409973	-118.8379974	7135	-8	A	America/Los_Angeles	airport	OurAirports	
FRD	7082	Friday Harbor Airport	Friday Harbor	United States	KFHR	48.52199936	-123.0240021	113	-8	A	America/Los_Angeles	airport	OurAirports	
ESD	7083	Orcas Island Airport	Eastsound	United States	KORS	48.70819855	-122.9100037	31	-8	A	America/Los_Angeles	airport	OurAirports	
AST	7085	Astoria Regional Airport	Astoria	United States	KAST	46.15800095	-123.8789978	15	-8	A	America/Los_Angeles	airport	OurAirports	
ONP	7086	Newport Municipal Airport	Newport	United States	KONP	44.58039856	-124.0579987	160	-8	A	America/Los_Angeles	airport	OurAirports	
EMK	7087	Emmonak Airport	Emmonak	United States	PAEM	62.78609848	-164.4909973	13	-9	A	America/Anchorage	airport	OurAirports	
UNK	7088	Unalakleet Airport	Unalakleet	United States	PAUN	63.88840103	-160.798996	27	-9	A	America/Anchorage	airport	OurAirports	
UUK	7089	Ugnu-Kuparuk Airport	Kuparuk	United States	PAKU	70.33080292	-149.5980072	67	-9	A	America/Anchorage	airport	OurAirports	
SHX	7090	Shageluk Airport	Shageluk	United States	PAHX	62.69229889	-159.5690002	79	-9	A	America/Anchorage	airport	OurAirports	
NUI	7092	Nuiqsut Airport	Nuiqsut	United States	PAQT	70.20999908	-151.0059967	38	-9	A	America/Anchorage	airport	OurAirports	
EEK	7093	Eek Airport	Eek	United States	PAEE	60.21367264	-162.0438843	12	-9	A	America/Anchorage	airport	OurAirports	
KUK	7094	Kasigluk Airport	Kasigluk	United States	PFKA	60.87440109	-162.5240021	48	-9	A	America/Anchorage	airport	OurAirports	
KWT	7095	Kwethluk Airport	Kwethluk	United States	PFKW	60.79029846	-161.4440002	25	-9	A	America/Anchorage	airport	OurAirports	
KWK	7096	Kwigillingok Airport	Kwigillingok	United States	PAGG	59.876499	-163.169005	18	-9	A	America/Anchorage	airport	OurAirports	
MLL	7097	Marshall Don Hunter Sr Airport	Marshall	United States	PADM	61.86429977	-162.026001	103	-9	A	America/Anchorage	airport	OurAirports	
RSH	7098	Russian Mission Airport	Russian Mission	United States	PARS	61.77888489	-161.319458	51	-9	A	America/Anchorage	airport	OurAirports	
KGK	7101	Koliganek Airport	Koliganek	United States	PAJZ	59.72660065	-157.2590027	269	-9	A	America/Anchorage	airport	OurAirports	
KMO	7103	Manokotak Airport	Manokotak	United States	PAMB	58.99020004	-159.0500031	100	-9	A	America/Anchorage	airport	OurAirports	
CIK	7105	Chalkyitsik Airport	Chalkyitsik	United States	PACI	66.64499664	-143.7400055	544	-9	A	America/Anchorage	airport	OurAirports	
EAA	7106	Eagle Airport	Eagle	United States	PAEG	64.77639771	-141.151001	908	-9	A	America/Anchorage	airport	OurAirports	
HUS	7107	Hughes Airport	Hughes	United States	PAHU	66.04109955	-154.2630005	299	-9	A	America/Anchorage	airport	OurAirports	
HSL	7108	Huslia Airport	Huslia	United States	PAHL	65.69789886	-156.3509979	220	-9	A	America/Anchorage	airport	OurAirports	
NUL	7111	Nulato Airport	Nulato	United States	PANU	64.72930145	-158.0740051	399	-9	A	America/Anchorage	airport	OurAirports	
VEE	7114	Venetie Airport	Venetie	United States	PAVE	67.00869751	-146.3659973	574	-9	A	America/Anchorage	airport	OurAirports	
WBQ	7115	Beaver Airport	Beaver	United States	PAWB	66.36219788	-147.4069977	359	-9	A	America/Anchorage	airport	OurAirports	
CEM	7116	Central Airport	Central	United States	PACE	65.57379913	-144.7830048	937	-9	A	America/Anchorage	airport	OurAirports	
SHG	7117	Shungnak Airport	Shungnak	United States	PAGH	66.88809967	-157.1620026	197	-9	A	America/Anchorage	airport	OurAirports	
IYK	7120	Inyokern Airport	Inyokern	United States	KIYK	35.65879822	-117.8300018	2457	-8	A	America/Los_Angeles	airport	OurAirports	
VIS	7121	Visalia Municipal Airport	Visalia	United States	KVIS	36.31869888	-119.3929977	295	-8	A	America/Los_Angeles	airport	OurAirports	
MCE	7122	Merced Regional Macready Field	Merced	United States	KMCE	37.28469849	-120.5139999	155	-8	A	America/Los_Angeles	airport	OurAirports	
\N	7126	Phoenix Goodyear Airport	Goodyear	United States	KGYR	33.42250061	-112.3759995	968	-7	N	America/Phoenix	airport	OurAirports	
AGN	7135	Angoon Seaplane Base	Angoon	United States	PAGN	57.503601	-134.585007	0	-9	A	America/Anchorage	airport	OurAirports	
ELV	7136	Elfin Cove Seaplane Base	Elfin Cove	United States	PAEL	58.19520187	-136.3470001	0	-9	A	America/Anchorage	airport	OurAirports	
FNR	7140	Funter Bay Seaplane Base	Funter Bay	United States	PANR	58.25439835	-134.897995	0	-9	A	America/Anchorage	airport	OurAirports	
HNH	7142	Hoonah Airport	Hoonah	United States	PAOH	58.0961	-135.410111	19	-9	A	America/Anchorage	airport	OurAirports	
AFE	7143	Kake Airport	Kake	United States	PAFE	56.96139908	-133.9100037	172	-9	A	America/Anchorage	airport	OurAirports	
MTM	7146	Metlakatla Seaplane Base	Metakatla	United States	PAMM	55.13100052	-131.5780029	0	-9	A	America/Anchorage	airport	OurAirports	
HYG	7148	Hydaburg Seaplane Base	Hydaburg	United States	PAHY	55.20629883	-132.8280029	0	-9	A	America/Anchorage	airport	OurAirports	
EGX	7154	Egegik Airport	Egegik	United States	PAII	58.1855011	-157.375	92	-9	A	America/Anchorage	airport	OurAirports	
KPV	7157	Perryville Airport	Perryville	United States	PAPE	55.905998	-159.162993	29	-9	A	America/Anchorage	airport	OurAirports	
PIP	7158	Pilot Point Airport	Pilot Point	United States	PAPN	57.58039856	-157.5720062	57	-9	A	America/Anchorage	airport	OurAirports	
WSN	7159	South Naknek Nr 2 Airport	South Naknek	United States	PFWS	58.70339966	-157.0079956	162	-9	A	America/Anchorage	airport	OurAirports	
AKK	7160	Akhiok Airport	Akhiok	United States	PAKH	56.93870163	-154.1829987	44	-9	A	America/Anchorage	airport	OurAirports	
KYK	7161	Karluk Airport	Karluk	United States	PAKY	57.56710052	-154.4499969	137	-9	A	America/Anchorage	airport	OurAirports	
KLN	7162	Larsen Bay Airport	Larsen Bay	United States	PALB	57.53509903	-153.9779968	87	-9	A	America/Anchorage	airport	OurAirports	
ABL	7177	Ambler Airport	Ambler	United States	PAFM	67.10630035	-157.8569946	334	-9	A	America/Anchorage	airport	OurAirports	
BKC	7178	Buckland Airport	Buckland	United States	PABL	65.9815979	-161.1490021	31	-9	A	America/Anchorage	airport	OurAirports	
IAN	7179	Bob Baker Memorial Airport	Kiana	United States	PAIK	66.97599792	-160.4369965	166	-9	A	America/Anchorage	airport	OurAirports	
OBU	7180	Kobuk Airport	Kobuk	United States	PAOB	66.91230011	-156.8970032	137	-9	A	America/Anchorage	airport	OurAirports	
ORV	7181	Robert (Bob) Curtis Memorial Airport	Noorvik	United States	PFNO	66.81790161	-161.0189972	55	-9	A	America/Anchorage	airport	OurAirports	
WLK	7182	Selawik Airport	Selawik	United States	PASK	66.60009766	-159.9859924	17	-9	A	America/Anchorage	airport	OurAirports	
KTS	7183	Brevig Mission Airport	Brevig Mission	United States	PFKT	65.33129883	-166.4660034	38	-9	A	America/Anchorage	airport	OurAirports	
ELI	7184	Elim Airport	Elim	United States	PFEL	64.61470032	-162.2720032	162	-9	A	America/Anchorage	airport	OurAirports	
GLV	7185	Golovin Airport	Golovin	United States	PAGL	64.55049896	-163.0070038	59	-9	A	America/Anchorage	airport	OurAirports	
TLA	7186	Teller Airport	Teller	United States	PATE	65.24040222	-166.3390045	294	-9	A	America/Anchorage	airport	OurAirports	
WAA	7187	Wales Airport	Wales	United States	PAIW	65.622593	-168.095	22	-9	A	America/Anchorage	airport	OurAirports	
WMO	7188	White Mountain Airport	White Mountain	United States	PAWM	64.68920136	-163.4129944	267	-9	A	America/Anchorage	airport	OurAirports	
KKA	7190	Koyuk Alfred Adams Airport	Koyuk	United States	PAKK	64.9394989	-161.154007	154	-9	A	America/Anchorage	airport	OurAirports	
SMK	7191	St Michael Airport	St. Michael	United States	PAMK	63.49010086	-162.1100006	98	-9	A	America/Anchorage	airport	OurAirports	
SKK	7192	Shaktoolik Airport	Shaktoolik	United States	PFSH	64.37110138	-161.223999	24	-9	A	America/Anchorage	airport	OurAirports	
TNC	7194	Tin City Long Range Radar Station Airport	Tin City	United States	PATC	65.56310272	-167.9219971	271	-9	A	America/Anchorage	airport	OurAirports	
AKB	7195	Atka Airport	Atka	United States	PAAK	52.22029877	-174.2059937	57	-10	A	America/Adak	airport	OurAirports	
CYT	7198	Yakataga Airport	Yakataga	United States	PACY	60.08200073	-142.4929962	12	-9	A	America/Anchorage	airport	OurAirports	
AUK	7199	Alakanuk Airport	Alakanuk	United States	PAUK	62.68004227	-164.6599274	10	-9	A	America/Anchorage	airport	OurAirports	
KPN	7201	Kipnuk Airport	Kipnuk	United States	PAKI	59.93299866	-164.0310059	11	-9	A	America/Anchorage	airport	OurAirports	
KFP	7202	False Pass Airport	False Pass	United States	PAKF	54.84740067	-163.4100037	20	-9	A	America/Anchorage	airport	OurAirports	
NLG	7203	Nelson Lagoon Airport	Nelson Lagoon	United States	PAOU	56.00749969	-161.1600037	14	-9	A	America/Anchorage	airport	OurAirports	
PML	7204	Port Moller Airport	Cold Bay	United States	PAAL	56.00600052	-160.5610046	20	-9	A	America/Anchorage	airport	OurAirports	
KLW	7205	Klawock Airport	Klawock	United States	PAKW	55.57920074	-133.076004	80	-9	A	America/Anchorage	airport	OurAirports	
KWN	7206	Quinhagak Airport	Quinhagak	United States	PAQH	59.75510025	-161.8450012	42	-9	A	America/Anchorage	airport	OurAirports	
KOT	7207	Kotlik Airport	Kotlik	United States	PFKO	63.0306015	-163.5330048	15	-9	A	America/Anchorage	airport	OurAirports	
KYU	7208	Koyukuk Airport	Koyukuk	United States	PFKU	64.87609863	-157.727005	149	-9	A	America/Anchorage	airport	OurAirports	
SCM	7209	Scammon Bay Airport	Scammon Bay	United States	PACM	61.84529877	-165.5709991	14	-9	A	America/Anchorage	airport	OurAirports	
NNL	7210	Nondalton Airport	Nondalton	United States	PANO	59.98020172	-154.8390045	314	-9	A	America/Anchorage	airport	OurAirports	
KKH	7213	Kongiganak Airport	Kongiganak	United States	PADY	59.96080017	-162.8809967	30	-9	A	America/Anchorage	airport	OurAirports	
NIB	7214	Nikolai Airport	Nikolai	United States	PAFS	63.01860046	-154.3580017	441	-9	A	America/Anchorage	airport	OurAirports	
AKI	7217	Akiak Airport	Akiak	United States	PFAK	60.9029007	-161.2310028	30	-9	A	America/Anchorage	airport	OurAirports	
AIN	7220	Wainwright Airport	Wainwright	United States	PAWI	70.63800049	-159.9949951	41	-9	A	America/Anchorage	airport	OurAirports	
NCN	7233	Chenega Bay Airport	Chenega	United States	PFCB	60.07730103	-147.9920044	72	-9	A	America/Anchorage	airport	OurAirports	
TKJ	7235	Tok Junction Airport	Tok	United States	PFTO	63.32949829	-142.9539948	1639	-9	A	America/Anchorage	airport	OurAirports	
IRC	7236	Circle City /New/ Airport	Circle	United States	PACR	65.830498	-144.076008	613	-9	A	America/Anchorage	airport	OurAirports	
SLQ	7240	Sleetmute Airport	Sleetmute	United States	PASL	61.70050049	-157.1660004	190	-9	A	America/Anchorage	airport	OurAirports	
HKB	7242	Healy River Airport	Healy	United States	PAHV	63.86619949	-148.9689941	1263	-9	A	America/Anchorage	airport	OurAirports	
AQC	7244	Klawock Seaplane Base	Klawock	United States	PAQC	55.55469894	-133.102005	0	-9	A	America/Anchorage	airport	OurAirports	
MHM	7245	Minchumina Airport	Lake Minchumina	United States	PAMH	63.88600159	-152.302002	678	-9	A	America/Anchorage	airport	OurAirports	
MLY	7246	Manley Hot Springs Airport	Manley Hot Springs	United States	PAML	64.99759674	-150.6439972	270	-9	A	America/Anchorage	airport	OurAirports	
MRB	7415	Eastern WV Regional Airport/Shepherd Field	Martinsburg	United States	KMRB	39.40190125	-77.98459625	565	-5	A	America/New_York	airport	OurAirports	
RKH	7494	Rock Hill - York County Airport	Rock Hill	United States	KUZA	34.9878006	-81.05719757	666	-5	A	America/New_York	airport	OurAirports	
AGC	7495	Allegheny County Airport	Pittsburgh	United States	KAGC	40.35440063	-79.93019867	1252	-5	A	America/New_York	airport	OurAirports	
\N	7496	Cecil Airport	Jacksonville	United States	KVQQ	30.21870041	-81.87670136	81	-5	A	America/New_York	airport	OurAirports	
FTY	7497	Fulton County Airport Brown Field	Atlanta	United States	KFTY	33.77909851	-84.52140045	841	-5	A	America/New_York	airport	OurAirports	
OSU	7511	Ohio State University Airport	Columbus	United States	KOSU	40.07979965	-83.07299805	905	-5	U	America/New_York	airport	OurAirports	
ADS	7513	Addison Airport	Addison	United States	KADS	32.96860123	-96.83640289	644	-6	A	America/Chicago	airport	OurAirports	
DTS	7514	Destin Executive Airport	Destin	United States	KDTS	30.40010071	-86.47149658	23	-6	A	America/Chicago	airport	OurAirports	
